ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates,iso_region_len
5CT5,small_airport,Thomson Field,820.0,,US,US-CT,BETHLEHEM,5CT5,,5CT5,"-73.21620178222656, 41.632301330566406",5
5CT6,small_airport,Buell Farm Ultralightport,670.0,,US,US-CT,EASTFORD,5CT6,,5CT6,"-72.11840057373047, 41.919498443603516",5
5CT7,small_airport,Mile Creek Airport,30.0,,US,US-CT,OLD LYME,5CT7,,5CT7,"-72.29620361328125, 41.30229949951172",5
5D2,small_airport,Northwood Municipal Airport,1224.0,,US,US-IA,NORTHWOOD,5D2,,5D2,"-93.20189666748047, 43.448299407958984",5
5D5,small_airport,Woolsey Memorial Airport,628.0,,US,US-MI,NORTHPORT,5D5,,5D5,"-85.5718002319336, 45.165000915527344",5
5D6,small_airport,Parsons Airport,1290.0,,US,US-OH,CARROLLTON,5D6,,5D6,"-81.0687026977539, 40.648101806640625",5
5D9,small_airport,Bandit Field Airdrome Airport,805.0,,US,US-OH,CLYDE,5D9,,5D9,"-82.95770263671875, 41.223899841308594",5
5E9,small_airport,Packer Airport,918.0,,US,US-OH,RADNOR,5E9,,5E9,"-83.21939849853516, 40.40800094604492",5
5F5,small_airport,Bluebird Hill Airport,180.0,,US,US-LA,KEITHVILLE,5F5,,5F5,"-93.79989624023438, 32.344600677490234",5
5F8,small_airport,Thackers Airport,202.0,,US,US-LA,OIL CITY,5F8,,5F8,"-93.95709991455078, 32.79180145263672",5
5FA1,small_airport,Flying Palomino Ranch Airport,85.0,,US,US-FL,FRUITLAND PARK,5FA1,,5FA1,"-81.94090270996094, 28.878000259399414",5
5FD0,small_airport,Manatee Springs Airport,17.0,,US,US-FL,OLD TOWN,5FD0,,5FD0,"-82.99120330810547, 29.492700576782227",5
5FD1,small_airport,Ron Wood Airport,140.0,,US,US-FL,CLARKSVILLE,5FD1,,5FD1,"-85.28880310058594, 30.432100296020508",5
5FD3,small_airport,County Line Airstrip,150.0,,US,US-FL,ALTHA,5FD3,,5FD3,"-85.09130096435547, 30.60849952697754",5
5FD5,small_airport,Able Airpark,100.0,,US,US-FL,BLOUNTSTOWN,5FD5,,5FD5,"-84.9813003540039, 30.595500946044922",5
5FD7,small_airport,Chinsegut Airport,80.0,,US,US-FL,BROOKSVILLE,5FD7,,5FD7,"-82.3678970336914, 28.6117000579834",5
5FL0,small_airport,Dusty Airpatch Airport,120.0,,US,US-FL,DADE CITY,5FL0,,5FL0,"-82.22339630126953, 28.41309928894043",5
5FL1,small_airport,Ezell Airport,25.0,,US,US-FL,KEATON BEACH,5FL1,,5FL1,"-83.60790252685547, 29.90329933166504",5
5FL4,small_airport,Byrd Air Field,21.0,,US,US-FL,ELKTON,5FL4,,5FL4,"-81.50090026855469, 29.800800323486328",5
5FL7,small_airport,Twelve Oaks Airport,50.0,,US,US-FL,HERNANDO,5FL7,,5FL7,"-82.36370086669922, 28.97800064086914",5
5FL8,small_airport,Chipola Airpark,125.0,,US,US-FL,GREENWOOD,5FL8,,5FL8,"-85.1677017211914, 30.888200759887695",5
5G0,small_airport,Le Roy Airport,780.0,,US,US-NY,LE ROY,5G0,,5G0,"-77.9375, 42.9813995361",5
5G2,small_airport,Indian Lake Airport,2442.0,,US,US-PA,CENTRAL CITY,5G2,,5G2,"-78.84700012207031, 40.05419921875",5
5G4,small_airport,Eau Claire Lakes Airport,1214.0,,US,US-WI,DRUMMOND,5G4,,5G4,"-91.49819946289062, 46.34880065917969",5
5G8,small_airport,Greensburg Jeannette Regional Airport,1188.0,,US,US-PA,JEANNETTE,5G8,,5G8,"-79.6083984375, 40.37649917602539",5
5GA0,small_airport,Gable Branch Airport,840.0,,US,US-GA,HARALSON,5GA0,,5GA0,"-84.54440307617188, 33.22760009765625",5
5GA2,small_airport,Lyons Landing Airport,1080.0,,US,US-GA,WHITESBURG,5GA2,,5GA2,"-84.90969848632812, 33.57320022583008",5
5GA3,small_airport,Eagles Landing Airport,980.0,,US,US-GA,WILLIAMSON,5GA3,,5GA3,"-84.36519622802734, 33.160099029541016",5
5GA4,small_airport,Air Acres Airport,918.0,,US,US-GA,WOODSTOCK,5GA4,,5GA4,"-84.44850158691406, 34.105899810791016",5
5GA5,small_airport,Pinebrook Estates Airport,820.0,,US,US-GA,GRIFFIN,5GA5,,5GA5,"-84.34940338134766, 33.25979995727539",5
5GA6,small_airport,Roney Farms Airport,352.0,,US,US-GA,LILLY,5GA6,,5GA6,"-83.86129760742188, 32.149898529052734",5
5GA7,small_airport,Panacea Airport,800.0,,US,US-GA,FRANKLIN/GLENN,5GA7,,5GA7,"-85.23049926757812, 33.20180130004883",5
5GE1,small_airport,Peachtree Landings Airport,447.0,,US,US-GA,FORT VALLEY,5GE1,,5GE1,"-83.7219009399414, 32.5703010559082",5
5H3,small_airport,Clear Lake Municipal Airport,1801.0,,US,US-SD,CLEAR LAKE,5H3,,5H3,"-96.68810272216797, 44.771400451660156",5
5HO,small_airport,Hope Airport,200.0,,US,US-AK,HOPE,5HO,,5HO,"-149.62399291992188, 60.90409851074219",5
5I2,small_airport,Flora Municipal Airport,710.0,,US,US-IN,FLORA,5I2,,5I2,"-86.54830169677734, 40.539798736572266",5
5I6,small_airport,Galveston Airport,786.0,,US,US-IN,GALVESTON,5I6,,5I6,"-86.25689697265625, 40.58420181274414",5
5IA3,small_airport,Watkins Private Airport,1095.0,,US,US-IA,HUMESTON,5IA3,,5IA3,"-93.5427017211914, 40.84389877319336",5
5IA5,small_airport,Folkerts Airport,1150.0,,US,US-IA,RUDD,5IA5,,5IA5,"-92.87799835205078, 43.143001556396484",5
5IA6,small_airport,Flying S Ranch Airport,1145.0,,US,US-IA,RENWICK,5IA6,,5IA6,"-94.0115966796875, 42.830501556396484",5
5IA7,small_airport,Murphy Field Private Airport,803.0,,US,US-IA,WELLMAN,5IA7,,5IA7,"-91.83319854736328, 41.42169952392578",5
5II1,small_airport,Layne Field,905.0,,US,US-IN,NEW WINCHESTER,5II1,,5II1,"-86.61750030517578, 39.782798767089844",5
5II2,small_airport,Miles Field,795.0,,US,US-IN,NEW WHITELAND,5II2,,5II2,"-86.13500213623047, 39.55979919433594",5
5II5,small_airport,Mumford Farms Airport,870.0,,US,US-IN,NEW ROSS,5II5,,5II5,"-86.73280334472656, 39.94779968261719",5
5II8,small_airport,Jacobi Airport,750.0,,US,US-IN,PALMYRA,5II8,,5II8,"-86.12889862060547, 38.410099029541016",5
5II9,small_airport,Aero Plaines Airport,570.0,,US,US-IN,YOUNGSTOWN,5II9,,5II9,"-87.37339782714844, 39.35279846191406",5
5IL2,small_airport,Panther Field,432.0,,US,US-IL,PINCKNEYVILLE,5IL2,,5IL2,"-89.38780212402344, 38.063899993896484",5
5IL5,small_airport,Hope Field,558.0,,US,US-IL,MAZON,5IL5,,5IL5,"-88.356535, 41.259925",5
5IN3,small_airport,Tragesser Airport,875.0,,US,US-IN,TIPTON,5IN3,,5IN3,"-86.05030059814453, 40.30030059814453",5
5IN4,small_airport,Wyckoff Airstrip,780.0,,US,US-IN,VALPARAISO,5IN4,,5IN4,"-86.94999694824219, 41.4833984375",5
5IN5,small_airport,Berkey Field,858.0,,US,US-IN,WARSAW,5IN5,,5IN5,"-85.90059661865234, 41.28779983520508",5
5IN6,small_airport,Orthodontic Strip,805.0,,US,US-IN,WESTVILLE,5IN6,,5IN6,"-86.90280151367188, 41.587501525878906",5
5IN9,small_airport,Stangland Airport,924.0,,US,US-IN,WOLFLAKE,5IN9,,5IN9,"-85.46499633789062, 41.316200256347656",5
5IS3,small_airport,Riverveiw Airport,490.0,,US,US-IL,EVANSVILLE,5IS3,,5IS3,"-89.97959899902344, 38.078399658203125",5
5IS4,small_airport,Corman Acres Airport,710.0,,US,US-IL,LAKE CITY,5IS4,,5IS4,"-88.77950286865234, 39.7661018371582",5
5IS7,small_airport,Cast Airport,670.0,,US,US-IL,FAIRMOUNT,5IS7,,5IS7,"-87.78170013427734, 40.03889846801758",5
5IS9,small_airport,Mc Pherson Airport,640.0,,US,US-IL,CARTHAGE,5IS9,,5IS9,"-91.0501022339, 40.3306007385",5
5J5,small_airport,Holly Hill Airport,96.0,,US,US-SC,HOLLY HILL,5J5,,5J5,"-80.39399719238281, 33.30099868774414",5
5K0,small_airport,Bressler Field,3489.0,,US,US-KS,BIRD CITY,5K0,,5K0,"-101.55599975585938, 39.74250030517578",5
5K2,small_airport,Tribune Municipal Airport,3620.0,,US,US-KS,TRIBUNE,5K2,,5K2,"-101.74600219726562, 38.454200744628906",5
5K4,small_airport,Schuy-Rush Airport,665.0,,US,US-IL,RUSHVILLE,5K4,,5K4,"-90.59040069580078, 40.11750030517578",5
5K6,small_airport,Westosha Airport,850.0,,US,US-WI,WILMOT,5K6,,5K6,"-88.2052001953125, 42.51409912109375",5
5K9,small_airport,Pruetz Municipal Airport,1982.0,,US,US-ND,KULM,5K9,,5K9,"-98.94210052490234, 46.28889846801758",5
5KO,small_airport,Koggiung Airport,30.0,,US,US-AK,KOGGIUNG,5KO,,5KO,"-157.00999450683594, 58.87009811401367",5
5KS,small_airport,Kasilof Airport,125.0,,US,US-AK,KASILOF,5KS,,5KS,"-151.26300048828125, 60.35329818725586",5
5KS1,small_airport,Threshing Bee Airport,1150.0,,US,US-KS,MC LOUTH,5KS1,,5KS1,"-95.21630096435547, 39.19380187988281",5
5KS2,small_airport,Fortmeyer Airport,3650.0,,US,US-KS,GOODLAND,5KS2,,5KS2,"-101.66600036621094, 39.34170150756836",5
5KS3,small_airport,Deweze Airport,1414.0,,US,US-KS,HARPER,5KS3,,5KS3,"-98.01809692382812, 37.27949905395508",5
5KS4,small_airport,Hall Farms Airport,3908.0,,US,US-KS,KANORADO,5KS4,,5KS4,"-101.98300170898438, 39.22999954223633",5
5KS8,small_airport,Jack Poore Airport,3330.0,,US,US-KS,MC DONALD,5KS8,,5KS8,"-101.3479995727539, 39.81809997558594",5
5KS9,small_airport,Black Airport,3345.0,,US,US-KS,MC DONALD,5KS9,,5KS9,"-101.36299896240234, 39.825801849365234",5
5KY2,small_airport,Larkins Farm Airport,390.0,,US,US-KY,BARDWELL,5KY2,,5KY2,"-88.9269027709961, 36.85110092163086",5
5KY3,small_airport,West Kentucky Airpark,338.0,,US,US-KY,PADUCAH,5KY3,,5KY3,"-88.56529998779297, 36.967498779296875",5
5KY4,small_airport,Standard Field,665.0,,US,US-KY,ELKTON,,,5KY4,"-87.17639923, 36.80279922",5
5KY5,small_airport,Lowe Airport,498.0,,US,US-KY,CADIZ,5KY5,,5KY5,"-87.79029846191406, 36.86249923706055",5
5KY6,small_airport,Jake's Field,903.0,,US,US-KY,SMITHFIELD,5KY6,,5KY6,"-85.257778, 38.420556",5
5KY8,small_airport,Harold Reynolds Airport,860.0,,US,US-KY,HARRODSBURG,5KY8,,5KY8,"-84.927778, 37.889722",5
5KY9,small_airport,Nolin Aero Salvage Airport,700.0,,US,US-KY,BEE SPRING,5KY9,,5KY9,"-86.25420379638672, 37.33250045776367",5
5LA0,small_airport,Juneau Ultralightport,200.0,,US,US-LA,SHREVEPORT,5LA0,,5LA0,"-93.8280029296875, 32.591800689697266",5
5LA1,small_airport,Kent's Flying Service Airport,55.0,,US,US-LA,MOREAUVILLE,5LA1,,5LA1,"-91.981201171875, 31.027999877929688",5
5LL0,small_airport,Beckerman Field,424.0,,US,US-IL,MOUNT CARMEL,5LL0,,5LL0,"-87.8375015258789, 38.40840148925781",5
5LL1,small_airport,Hilvety Airport,674.0,,US,US-IL,MOWEAQUA,5LL1,,5LL1,"-88.97509765625, 39.650001525878906",5
5LL2,small_airport,Paul E. Kroenlein Airport,710.0,,US,US-IL,MOWEAQUA,5LL2,,5LL2,"-88.8583984375, 39.6083984375",5
5LL3,small_airport,Mayhall Airport,643.0,,US,US-IL,MURDOCK,5LL3,,5LL3,"-88.09529876708984, 39.769500732421875",5
5LL5,small_airport,Gordon Brown Airport,745.0,,US,US-IL,TRIVOLI,5LL5,,5LL5,"-89.88400268554688, 40.70140075683594",5
5LL7,small_airport,Hilbert's Funny Farm Airport,850.0,,US,US-IL,UNION,5LL7,,5LL7,"-88.51509857177734, 42.210601806640625",5
5LL8,small_airport,Hugh Van Voorst Airport,617.0,,US,US-IL,UNION HILL,5LL8,,5LL8,"-88.14009857177734, 41.112300872802734",5
5LS6,small_airport,Arkla Flyers Inc Airport,90.0,,US,US-LA,MER ROUGE,5LS6,,5LS6,"-91.79620361328125, 32.765098571777344",5
5LS9,small_airport,Ammons Airport,210.0,,US,US-LA,ZWOLLE,5LS9,,5LS9,"-93.70770263671875, 31.531600952148438",5
5M1,small_airport,De Witt Municipal Airport Whitcomb Field,190.0,,US,US-AR,DE WITT,,,5M1,"-91.307503, 34.262299",5
5M7,small_airport,Mountain Lakes Field,4250.0,,US,US-MT,HELENA,5M7,,5M7,"-111.80699920654297, 46.63079833984375",5
5MA3,small_airport,Pasport Airport,1010.0,,US,US-MA,WEST BROOKFIELD,5MA3,,5MA3,"-72.14309692382812, 42.187599182128906",5
5MA9,small_airport,Allen's Pond Airport,60.0,,US,US-MA,WESTPORT,5MA9,,5MA9,"-71.0280990600586, 41.511199951171875",5
5MD0,small_airport,Marble Head Farm Airport,70.0,,US,US-MD,RIDGELY,5MD0,,5MD0,"-75.86669921875, 38.98939895629883",5
5MD5,small_airport,Flying W Airport,18.0,,US,US-MD,PRINCESS ANNE,5MD5,,5MD5,"-75.70939636230469, 38.19609832763672",5
5MD7,small_airport,Bluemel Field,3.0,,US,US-MD,PRINCESS ANNE,5MD7,,5MD7,"-75.76309967041016, 38.13359832763672",5
5MD8,small_airport,Edelen Field,151.0,,US,US-MD,LA PLATA,5MD8,,5MD8,"-77.0115966796875, 38.49100112915039",5
5MI1,small_airport,Wilds Field,885.0,,US,US-MI,CEDAR SPRINGS,5MI1,,5MI1,"-85.54280090332031, 43.251399993896484",5
5MI2,small_airport,Mc Question's Airport,1317.0,,US,US-MI,LEROY,5MI2,,5MI2,"-85.4375991821, 44.0772018433",5
5MI3,small_airport,Cridler Airport,870.0,,US,US-MI,LOWELL,5MI3,,5MI3,"-85.41999816894531, 43.05110168457031",5
5MI4,small_airport,Anderson Airport,902.0,,US,US-MI,HOWARD CITY,5MI4,,5MI4,"-85.45480346679688, 43.42839813232422",5
5MI7,small_airport,Williams Field,960.0,,US,US-MI,JACKSON,5MI7,,5MI7,"-84.42479705810547, 42.36109924316406",5
5MI8,small_airport,Lakeside Airport,900.0,,US,US-MI,HOLT,5MI8,,5MI8,"-84.48829650878906, 42.67169952392578",5
5MN0,small_airport,Scrabeck Airport,1280.0,,US,US-MN,HIGH FOREST,5MN0,,5MN0,"-92.56109619140625, 43.866600036621094",5
5MN1,small_airport,Budde Airport,975.0,,US,US-MN,MANKATO,5MN1,,5MN1,"-94.11329650878906, 44.20050048828125",5
5MN2,small_airport,Hoiland Field,1535.0,,US,US-MN,BAGLEY,5MN2,,5MN2,"-95.36750030517578, 47.39580154418945",5
5MN4,small_airport,Seven Hills Airport,1010.0,,US,US-MN,CLEARWATER,5MN4,,5MN4,"-94.07669830322266, 45.412498474121094",5
5MN5,small_airport,Barnes Airport,945.0,,US,US-MN,LINDSTROM,5MN5,,5MN5,"-92.83489990234375, 45.4364013671875",5
5MN7,small_airport,Lindey's Landing Airport,1295.0,,US,US-MN,DEERWOOD,5MN7,,5MN7,"-93.93190002441406, 46.38719940185547",5
5MN9,small_airport,Chanlin Field,1147.0,,US,US-MN,MIDDLE RIVER,5MN9,,5MN9,"-96.12889862060547, 48.42359924316406",5
5MO,small_airport,Plattsburg Airpark,1020.0,,US,US-MO,PLATTSBURG,5MO,,5MO,"-94.46269989013672, 39.594398498535156",5
5MO1,small_airport,Irons Airport,860.0,,US,US-MO,MOBERLY,5MO1,,5MO1,"-92.37629699707031, 39.38420104980469",5
5MO3,small_airport,Bil-Mitch Airport,1342.0,,US,US-MO,MONETT,5MO3,,5MO3,"-93.9573974609375, 36.94060134887695",5
5MO9,small_airport,Oak Ridge Farms Airport,995.0,,US,US-MO,NEW BOSTON,5MO9,,5MO9,"-92.8644027709961, 39.98249816894531",5
5MS1,small_airport,Rollang Field,106.0,,US,US-MS,ROLLING FORK,5MS1,,5MS1,"-90.84590148925781, 32.95429992675781",5
5MS2,small_airport,Turkey Bayou Airpark,9.0,,US,US-MS,LAKESHORE,5MS2,,5MS2,"-89.45099639892578, 30.25079917907715",5
5MS3,small_airport,Porter Airport,158.0,,US,US-MS,COLUMBIA,5MS3,,5MS3,"-89.8031005859375, 31.174999237060547",5
5MS4,small_airport,Walnut Creek Airport,315.0,,US,US-MS,CANTON,5MS4,,5MS4,"-89.92520141601562, 32.59260177612305",5
5MS5,small_airport,Mint Julep Airpark,100.0,,US,US-MS,PICAYUNE,5MS5,,5MS5,"-89.46279907226562, 30.54520034790039",5
5MS6,small_airport,Dee's Strip,329.0,,US,US-MS,BRANDON,5MS6,,5MS6,"-90.00769805908203, 32.42300033569336",5
5MS8,small_airport,Ball Airport,298.0,,US,US-MS,OKOLONA,5MS8,,5MS8,"-88.723333, 33.875",5
5MT5,small_airport,Unrau Airport,2900.0,,US,US-MT,WOLF POINT,5MT5,,5MT5,"-105.830899, 48.448504",5
5N4,small_airport,Sky Haven Airport,1147.0,,US,US-ND,ENDERLIN,5N4,,5N4,"-97.62039947509766, 46.627201080322266",5
5N5,small_airport,Kirkwood Airpark,870.0,,US,US-NY,KIRKWOOD,5N5,,5N5,"-75.76020050048828, 42.00040054321289",5
5N7,small_airport,Hat Field,625.0,,US,US-MI,NUNICA,5N7,,5N7,"-86.09459686279297, 43.097198486328125",5
5NA0,small_airport,Semchenko Airport,2065.0,,US,US-ND,MAX,5NA0,,5NA0,"-101.27899932861328, 47.77360153198242",5
5NA2,small_airport,Largo Base Airport,1002.0,,US,US-ND,PORTLAND,5NA2,,5NA2,"-97.3637, 47.5378",5
5NC1,small_airport,Tara Airbase Airport,756.0,,US,US-NC,MOCKSVILLE,5NC1,,5NC1,"-80.51229858398438, 35.7932014465332",5
5NC2,small_airport,Lathan Strip,575.0,,US,US-NC,MONROE,5NC2,,5NC2,"-80.61920166015625, 34.87630081176758",5
5NC3,small_airport,Gilliam-Mc Connell Airfield,445.0,,US,US-NC,CARTHAGE,BQ1,,BQ1,"-79.4368972778, 35.3417015076",5
5NC5,small_airport,The Duchy Airport,650.0,,US,US-NC,CHAPEL HILL,5NC5,,5NC5,"-79.27310180664062, 35.98149871826172",5
5ND0,small_airport,Stiehl Airport,2277.0,,US,US-ND,BUFORD,5ND0,,5ND0,"-104.03199768066406, 48.07640075683594",5
5ND3,small_airport,Craig Private Airport,800.0,,US,US-ND,BATHGATE,5ND3,,5ND3,"-97.3219985961914, 48.855499267578125",5
5ND4,small_airport,Tesch Strip,1114.0,,US,US-ND,LIDGERWOOD,5ND4,,5ND4,"-97.24310302734375, 46.14360046386719",5
5ND9,small_airport,Deck Airport,916.0,,US,US-ND,HILLSBORO,5ND9,,5ND9,"-97.07479858398438, 47.48469924926758",5
5NE1,small_airport,Trumbull Ranch Airport,3260.0,,US,US-NE,RINGGOLD,5NE1,,5NE1,"-100.83399963378906, 41.54999923706055",5
5NE2,small_airport,Eickhoff Strip,1000.0,,US,US-NE,SHUBERT,5NE2,,5NE2,"-95.62940216064453, 40.19580078125",5
5NE3,small_airport,Diamond Bar Jones Airport,2900.0,,US,US-NE,STAPLETON,5NE3,,5NE3,"-100.48799896240234, 41.48749923706055",5
5NE4,small_airport,Snyder Ranch Airport,3330.0,,US,US-NE,SUTHERLAND,5NE4,,5NE4,"-101.1719970703125, 41.572200775146484",5
5NE5,small_airport,Trego Airport,2957.0,,US,US-NE,SUTHERLAND,5NE5,,5NE5,"-101.14299774169922, 41.20669937133789",5
5NE6,small_airport,Bakers Acres Airport,2950.0,,US,US-NE,TRENTON,5NE6,,5NE6,"-101.0999984741211, 40.25",5
5NE9,small_airport,Dodson Brothers Airport,3575.0,,US,US-NE,VENANGO,5NE9,,5NE9,"-102.05000305175781, 40.733299255371094",5
5NJ2,small_airport,Herr Mountain Airport,560.0,,US,US-NJ,STANTON,5NJ2,,5NJ2,"-74.84130096435547, 40.591800689697266",5
5NK,small_airport,Naknek Airport,70.0,,US,US-AK,NAKNEK,5NK,NNK,5NK,"-157.02000427246, 58.732898712158",5
5NK0,small_airport,Salubrious Point Airport,295.0,,US,US-NY,CHAUMONT,5NK0,,5NK0,"-76.14360046386719, 44.0442008972168",5
5NK1,small_airport,Toggenburg Farms Airport,435.0,,US,US-NY,NEWARK,5NK1,,5NK1,"-77.05390167236328, 43.11119842529297",5
5NK5,small_airport,Kingdom Field,380.0,,US,US-NY,OSWEGO,5NK5,,5NK5,"-76.44129943847656, 43.40869903564453",5
5NK9,small_airport,Treichler Farm Airport,1140.0,,US,US-NY,WALES,5NK9,,5NK9,"-78.49610137939453, 42.76169967651367",5
5NY1,small_airport,Tomahawk Hills Airport,2380.0,,US,US-NY,MERIDALE,5NY1,,5NY1,"-74.90630340576172, 42.39979934692383",5
5NY4,small_airport,Stanwix Heights Airport,610.0,,US,US-NY,ROME,5NY4,,5NY4,"-75.43070220947266, 43.15760040283203",5
5NY5,small_airport,Gardiner Airport,340.0,,US,US-NY,GARDINER,5NY5,,5NY5,"-74.14959716796875, 41.66680145263672",5
5NY7,small_airport,Rolling Hills Airport,410.0,,US,US-NY,GOSHEN,5NY7,,5NY7,"-74.40989685058594, 41.32789993286133",5
5O1,small_airport,Vici Municipal Airport,2268.0,,US,US-OK,VICI,,,5O1,"-99.303201, 36.141701",5
5OH4,small_airport,Armington Airport,820.0,,US,US-OH,AUSTINBURG,5OH4,,5OH4,"-80.87899780273438, 41.72919845581055",5
5OH9,small_airport,Furey Airport,1050.0,,US,US-OH,MALVERN,5OH9,,5OH9,"-81.17919921875, 40.697200775146484",5
5OI0,small_airport,Rohrer Airport,800.0,,US,US-OH,LOVELAND,5OI0,,5OI0,"-84.2113037109375, 39.28419876098633",5
5OI3,small_airport,Sheets Field,1225.0,,US,US-OH,KINSMAN,5OI3,,5OI3,"-80.5248031616211, 41.413700103759766",5
5OI5,small_airport,Hamrick Airport,810.0,,US,US-OH,WILLSHIRE,5OI5,,5OI5,"-84.78050231933594, 40.69340133666992",5
5OI7,small_airport,Gruetter Airport,600.0,,US,US-OH,CURTICE,5OI7,,5OI7,"-83.37550354003906, 41.592498779296875",5
5OI8,small_airport,Mc Knight Airport,1172.0,,US,US-OH,JOHNSTOWN,5OI8,,5OI8,"-82.6546020508, 40.190299987799996",5
5OI9,small_airport,Rogers Private Airport,725.0,,US,US-OH,SHERWOOD,5OI9,,5OI9,"-84.55770111083984, 41.32780075073242",5
5OK0,small_airport,Kits Airport,1492.0,,US,US-OK,HYDRO,5OK0,,5OK0,"-98.59455, 35.54135",5
5OK2,small_airport,Christopher M. Rippee Memorial Airport,820.0,,US,US-OK,NON,5OK2,,5OK2,"-96.245278, 34.776667",5
5OK3,small_airport,Stearmans Roost Airport,702.0,,US,US-OK,VINITA,5OK3,,5OK3,"-95.1438980102539, 36.488399505615234",5
5OK4,small_airport,Pacer Field,1140.0,,US,US-OK,GOLDSBY,5OK4,,5OK4,"-97.45059967041016, 35.117000579833984",5
5OK8,small_airport,Alford A. Bratcher Airport,1100.0,,US,US-OK,MARLOW,5OK8,,5OK8,"-97.85590362548828, 34.67509841918945",5
5OK9,small_airport,Night Hawk Airpatch Ultralightport,670.0,,US,US-OK,INOLA,5OK9,,5OK9,"-95.54029846191406, 36.18920135498047",5
5OR0,small_airport,Backachers Ranch Airport,1460.0,,US,US-OR,SELMA,5OR0,,5OR0,"-123.53299713134766, 42.285099029541016",5
5OR3,small_airport,Siletz Airport,100.0,,US,US-OR,SILETZ,5OR3,,5OR3,"-123.91500091552734, 44.73040008544922",5
5OR4,small_airport,Flying T Ranch Airport,4340.0,,US,US-OR,SPRAGUE RIVER,5OR4,,5OR4,"-121.3499984741211, 42.434898376464844",5
5OR5,small_airport,Juniper Air Park,3490.0,,US,US-OR,BEND,5OR5,,5OR5,"-121.11799621582031, 44.03459930419922",5
5OR8,small_airport,Hatch Airport,380.0,,US,US-OR,STAYTON,5OR8,,5OR8,"-122.8499984741211, 44.77320098876953",5
5OR9,small_airport,Lone Oaks Ranch Airport,630.0,,US,US-OR,STAYTON,5OR9,,5OR9,"-122.76000213623047, 44.776798248291016",5
5P3,small_airport,Bowdle Municipal Airport,1967.0,,US,US-SD,BOWDLE,5SD3,,5SD3,"-99.675102, 45.4394",5
5P5,small_airport,Presho Municipal Airport,1760.0,,US,US-SD,PRESHO,5P5,,5P5,"-100.03700256347656, 43.90639877319336",5
5PA0,small_airport,Blomster Field Farm Airport,1050.0,,US,US-PA,CARMICHAELS,5PA0,,5PA0,"-79.955329895, 39.872848510699995",5
5PA1,small_airport,Broadt Personal Use Airport,920.0,,US,US-PA,MAINVILLE,5PA1,,5PA1,"-76.38379669189453, 40.99729919433594",5
5PA2,small_airport,Double D Skyranch Airport,1140.0,,US,US-PA,ST JOHN'S,5PA2,,5PA2,"-76.02239990234375, 41.0359001159668",5
5PA3,small_airport,Metzler Airport,420.0,,US,US-PA,MANHEIM,5PA3,,5PA3,"-76.39969635009766, 40.16680145263672",5
5PA6,small_airport,Shield Farm Airport,1240.0,,US,US-PA,RUSSELL,5PA6,,5PA6,"-79.14669799804688, 41.93119812011719",5
5PA8,small_airport,Chambers Airport,1021.0,,US,US-PA,TUNKHANNOCK,45PN,,45PN,"-76.054583, 41.554",5
5PA9,small_airport,Taylor Flight Park Ultralightport,1580.0,,US,US-PA,STRATTANVILLE,5PA9,,5PA9,"-79.28230285644531, 41.18840026855469",5
5PN5,small_airport,Bittner-Whitsel Airport,240.0,,US,US-PA,ROUZERVILLE,5PN5,,5PN5,"-77.5353012084961, 39.7422981262207",5
5PN7,small_airport,Jarrett Airport,210.0,,US,US-PA,IVYLAND,5PN7,,5PN7,"-75.07499694824219, 40.233299255371094",5
5PN8,small_airport,Lincoln Farms Airport,1200.0,,US,US-PA,CALVIN,5PN8,,5PN8,"-78.04499816894531, 40.32889938354492",5
5PS4,small_airport,Hansen Airport,320.0,,US,US-PA,SASSAMANSVILLE,5PS4,,5PS4,"-75.57820129394531, 40.34260177612305",5
5PS5,small_airport,Chestnut Hill Airport,620.0,,US,US-PA,DUNCANNON,5PS5,,5PS5,"-77.0740966796875, 40.39680099487305",5
5QC,small_airport,Quartz Creek /Kougarok/ Airport,416.0,,US,US-AK,QUARTZ CREEK,5QC,,5QC,"-164.656005859375, 65.40589904785156",5
